Area,Year,Age,ISOCode,Population
United Kingdom of Great Britain and Northern Ireland,1975,65+,826,7897.2
United Kingdom of Great Britain and Northern Ireland,1980,65+,826,8404.6
United Kingdom of Great Britain and Northern Ireland,1985,65+,826,8541.7
United Kingdom of Great Britain and Northern Ireland,1990,65+,826,8984.5
United Kingdom of Great Britain and Northern Ireland,1995,65+,826,9180.5
United Kingdom of Great Britain and Northern Ireland,2000,65+,826,9317.1
United Kingdom of Great Britain and Northern Ireland,2005,65+,826,9629.8
United Kingdom of Great Britain and Northern Ireland,2010,65+,826,10144.4
United Kingdom of Great Britain and Northern Ireland,2015,65+,826,11851
United Republic of Tanzania,1970,65+,834,340.8
United Republic of Tanzania,1975,65+,834,409.4
United Republic of Tanzania,1980,65+,834,488.9
United Republic of Tanzania,1985,65+,834,582.1
United Republic of Tanzania,1990,65+,834,690.5
United Republic of Tanzania,1995,65+,834,825.2
United Republic of Tanzania,2000,65+,834,963.7
United Republic of Tanzania,2005,65+,834,1163.7
United Republic of Tanzania,2010,65+,834,1428.2
United Republic of Tanzania,2015,65+,834,1675.8
United States of America,1970,65+,840,20411.2
United States of America,1975,65+,840,22929.9
United States of America,1980,65+,840,26072.8
United States of America,1985,65+,840,28860.1
United States of America,1990,65+,840,31662.4
United States of America,1995,65+,840,33531.6
United States of America,2000,65+,840,34847.8
United States of America,2005,65+,840,36487
United States of America,2010,65+,840,40322.4
United States of America,2015,65+,840,46838.7
United States Virgin Islands,1970,65+,850,2.6
United States Virgin Islands,1975,65+,850,3.4
United States Virgin Islands,1980,65+,850,4.8
United States Virgin Islands,1985,65+,850,5.6
United States Virgin Islands,1990,65+,850,6.5
United States Virgin Islands,1995,65+,850,7.9
United States Virgin Islands,2000,65+,850,9.4
United States Virgin Islands,2005,65+,850,11.4
United States Virgin Islands,2010,65+,850,14.3
United States Virgin Islands,2015,65+,850,18.3
Uruguay,1970,65+,858,250.5
Uruguay,1975,65+,858,274
Uruguay,1980,65+,858,306.8
Uruguay,1985,65+,858,330.5
Uruguay,1990,65+,858,361.9
Uruguay,1995,65+,858,401.4
Uruguay,2000,65+,858,434.6
Uruguay,2005,65+,858,450.1
Uruguay,2010,65+,858,470.6
Uruguay,2015,65+,858,495.3
Uzbekistan,1970,65+,860,717.3
Uzbekistan,1975,65+,860,789.6
Uzbekistan,1980,65+,860,822.3
Uzbekistan,1985,65+,860,811.7
Uzbekistan,1990,65+,860,841.3
Uzbekistan,1995,65+,860,1017.8
Uzbekistan,2000,65+,860,1148.6
Uzbekistan,2005,65+,860,1283.8
Uzbekistan,2010,65+,860,1290.2
Uzbekistan,2015,65+,860,1310.8
Vanuatu,1970,65+,548,2.6
Vanuatu,1975,65+,548,3
Vanuatu,1980,65+,548,3.5
Vanuatu,1985,65+,548,4.3
Vanuatu,1990,65+,548,5.3
Vanuatu,1995,65+,548,5.9
Vanuatu,2000,65+,548,6.2
Vanuatu,2005,65+,548,6.9
Vanuatu,2010,65+,548,9.3
Vanuatu,2015,65+,548,11.1
Venezuela (Bolivarian Republic of),1970,65+,862,301.3
Venezuela (Bolivarian Republic of),1975,65+,862,385
Venezuela (Bolivarian Republic of),1980,65+,862,487.9
Venezuela (Bolivarian Republic of),1985,65+,862,607.1
Venezuela (Bolivarian Republic of),1990,65+,862,731.3
Venezuela (Bolivarian Republic of),1995,65+,862,872.1
Venezuela (Bolivarian Republic of),2000,65+,862,1063.8
Venezuela (Bolivarian Republic of),2005,65+,862,1308
Venezuela (Bolivarian Republic of),2010,65+,862,1595.6
Venezuela (Bolivarian Republic of),2015,65+,862,1949.5
Viet Nam,1970,65+,704,2338.1
Viet Nam,1975,65+,704,2408.3
Viet Nam,1980,65+,704,2898.1
Viet Nam,1985,65+,704,3352.8
Viet Nam,1990,65+,704,3907.4
Viet Nam,1995,65+,704,4460.6
Viet Nam,2000,65+,704,5157.2
Viet Nam,2005,65+,704,5542.4
Viet Nam,2010,65+,704,5783.2
Viet Nam,2015,65+,704,6311
Western Sahara,1970,65+,732,1.9
Western Sahara,1975,65+,732,1.9
Western Sahara,1980,65+,732,4.9
Western Sahara,1985,65+,732,5.5
Western Sahara,1990,65+,732,5.8
Western Sahara,1995,65+,732,6.1
Western Sahara,2000,65+,732,7.9
Western Sahara,2005,65+,732,10.2
Western Sahara,2010,65+,732,11
Western Sahara,2015,65+,732,13.4
World,1970,65+,900,204703.8
World,1975,65+,900,238000.8
World,1980,65+,900,275067.6
World,1985,65+,900,304449
World,1990,65+,900,328654.5
World,1995,65+,900,375609.4
World,2000,65+,900,423983.6
World,2005,65+,900,478954.3
World,2010,65+,900,533017
World,2015,65+,900,611893.9
Yemen,1970,65+,887,188.7
Yemen,1975,65+,887,202.8
Yemen,1980,65+,887,228.5
Yemen,1985,65+,887,261.1
Yemen,1990,65+,887,299.1
Yemen,1995,65+,887,487.5
Yemen,2000,65+,887,493.6
Yemen,2005,65+,887,510.5
Yemen,2010,65+,887,595.8
Yemen,2015,65+,887,769
Zambia,1970,65+,894,108.7
Zambia,1975,65+,894,131.5
Zambia,1980,65+,894,157.8
Zambia,1985,65+,894,187.2
Zambia,1990,65+,894,217.9
Zambia,1995,65+,894,250.6
Zambia,2000,65+,894,292.1
Zambia,2005,65+,894,344.6
Zambia,2010,65+,894,405.4
Zambia,2015,65+,894,402.9
Zimbabwe,1970,65+,716,166.7
Zimbabwe,1975,65+,716,188.8
Zimbabwe,1980,65+,716,215.9
Zimbabwe,1985,65+,716,266
Zimbabwe,1990,65+,716,311.9
Zimbabwe,1995,65+,716,363.9
Zimbabwe,2000,65+,716,400.4
Zimbabwe,2005,65+,716,421.9
Zimbabwe,2010,65+,716,448.8
Zimbabwe,2015,65+,716,445.5
Afghanistan,1970,20--64,4,4807.1
Afghanistan,1975,20--64,4,5300.8
Afghanistan,1980,20--64,4,5456.9
Afghanistan,1985,20--64,4,4668.8
Afghanistan,1990,20--64,4,4733.8
Afghanistan,1995,20--64,4,6580.7
Afghanistan,2000,20--64,4,7615.6
Afghanistan,2005,20--64,4,9638.4
Afghanistan,2010,20--64,4,11060.1
Afghanistan,2015,20--64,4,13926.9
Albania,1970,20--64,8,947.3
Albania,1975,20--64,8,1087.8
Albania,1980,20--64,8,1273.9
Albania,1985,20--64,8,1492.1
Albania,1990,20--64,8,1708.2
Albania,1995,20--64,8,1595.7
Albania,2000,20--64,8,1668.1
Albania,2005,20--64,8,1684.2
Albania,2010,20--64,8,1674.1
Albania,2015,20--64,8,1779.8
Algeria,1970,20--64,12,5621
Algeria,1975,20--64,12,6466.5
Algeria,1980,20--64,12,7576.1
Algeria,1985,20--64,12,9097.1
Algeria,1990,20--64,12,10918.1
Algeria,1995,20--64,12,12991.6
Algeria,2000,20--64,12,15367.4
Algeria,2005,20--64,12,18071.4
Algeria,2010,20--64,12,20679.4
Algeria,2015,20--64,12,23092.2
Angola,1970,20--64,24,2576.4
Angola,1975,20--64,24,2884.2
Angola,1980,20--64,24,3294.7
Angola,1985,20--64,24,3867.9
Angola,1990,20--64,24,4375.9
Angola,1995,20--64,24,5111.8
Angola,2000,20--64,24,5901.4
Angola,2005,20--64,24,6992.1
Angola,2010,20--64,24,8273.1
Angola,2015,20--64,24,11195.6
Antigua and Barbuda,1970,20--64,28,28.8
Antigua and Barbuda,1975,20--64,28,32.3
Antigua and Barbuda,1980,20--64,28,35.7
Antigua and Barbuda,1985,20--64,28,35.7
Antigua and Barbuda,1990,20--64,28,34.8
Antigua and Barbuda,1995,20--64,28,39.7
Antigua and Barbuda,2000,20--64,28,46.7
Antigua and Barbuda,2005,20--64,28,50.2
Antigua and Barbuda,2010,20--64,28,54.9
Antigua and Barbuda,2015,20--64,28,60.2
Argentina,1970,20--64,32,13118.9
Argentina,1975,20--64,32,14190.9
Argentina,1980,20--64,32,14961.7
Argentina,1985,20--64,32,15928.5
Argentina,1990,20--64,32,16941
Argentina,1995,20--64,32,18132.2
Argentina,2000,20--64,32,19758.1
Argentina,2005,20--64,32,21278
Argentina,2010,20--64,32,22804.1
Argentina,2015,20--64,32,24288.1
Armenia,1970,20--64,51,1132.9
Armenia,1975,20--64,51,1349.3
Armenia,1980,20--64,51,1608.4
Armenia,1985,20--64,51,1850.7
Armenia,1990,20--64,51,1990.5
Armenia,1995,20--64,51,1741.8
Armenia,2000,20--64,51,1675.4
Armenia,2005,20--64,51,1694
Armenia,2010,20--64,51,1788.2
Armenia,2015,20--64,51,1838
Aruba,1970,20--64,533,28.1
Aruba,1975,20--64,533,31.3
Aruba,1980,20--64,533,33.1
Aruba,1985,20--64,533,37.3
Aruba,1990,20--64,533,37.8
Aruba,1995,20--64,533,50.9
Aruba,2000,20--64,533,56.8
Aruba,2005,20--64,533,62.9
Aruba,2010,20--64,533,62.7
Aruba,2015,20--64,533,64.6
Australia,1970,20--64,36,6981.6
Australia,1975,20--64,36,7624
Australia,1980,20--64,36,8272.7
Australia,1985,20--64,36,9137.5
Australia,1990,20--64,36,10035.1
Australia,1995,20--64,36,10790.7
Australia,2000,20--64,36,11453.8
Australia,2005,20--64,36,12250.4
Australia,2010,20--64,36,13470.7
Australia,2015,20--64,36,14271.2
Austria,1970,20--64,40,4129.7
Austria,1975,20--64,40,4147.8
Austria,1980,20--64,40,4243.1
Austria,1985,20--64,40,4530.9
Austria,1990,20--64,40,4744.1
Austria,1995,20--64,40,4894.4
Austria,2000,20--64,40,4980.8
Austria,2005,20--64,40,5100
Austria,2010,20--64,40,5163.3
Austria,2015,20--64,40,5361.4
Azerbaijan,1970,20--64,31,2124
Azerbaijan,1975,20--64,31,2404.7
Azerbaijan,1980,20--64,31,2900.2
Azerbaijan,1985,20--64,31,3444.3
Azerbaijan,1990,20--64,31,3747.3
Azerbaijan,1995,20--64,31,4081.1
Azerbaijan,2000,20--64,31,4338.1
Azerbaijan,2005,20--64,31,4840.9
Azerbaijan,2010,20--64,31,5579.8
Azerbaijan,2015,20--64,31,6142.3
Bahamas,1970,20--64,44,76
Bahamas,1975,20--64,44,86.3
Bahamas,1980,20--64,44,97.5
Bahamas,1985,20--64,44,117.2
Bahamas,1990,20--64,44,135.2
Bahamas,1995,20--64,44,153.7
Bahamas,2000,20--64,44,166.7
Bahamas,2005,20--64,44,194.2
Bahamas,2010,20--64,44,221.8
Bahamas,2015,20--64,44,244.1
Bahrain,1970,20--64,48,89.8
Bahrain,1975,20--64,48,122.5
Bahrain,1980,20--64,48,192.4
Bahrain,1985,20--64,48,237.4
Bahrain,1990,20--64,48,285.6
Bahrain,1995,20--64,48,338.1
Bahrain,2000,20--64,48,396.7
Bahrain,2005,20--64,48,554.7
Bahrain,2010,20--64,48,913
Bahrain,2015,20--64,48,979.6
Bangladesh,1970,20--64,50,28074.3
Bangladesh,1975,20--64,50,30338.6
Bangladesh,1980,20--64,50,33427.2
Bangladesh,1985,20--64,50,38973
Bangladesh,1990,20--64,50,46373.9
Bangladesh,1995,20--64,50,54016.1
Bangladesh,2000,20--64,50,62962.2
Bangladesh,2005,20--64,50,72125.2
Bangladesh,2010,20--64,50,80139.6
Bangladesh,2015,20--64,50,89541.8
Barbados,1970,20--64,52,104.4
Barbados,1975,20--64,52,115.9
Barbados,1980,20--64,52,122.2
Barbados,1985,20--64,52,135
Barbados,1990,20--64,52,146.1
Barbados,1995,20--64,52,155.8
Barbados,2000,20--64,52,159.3
Barbados,2005,20--64,52,165.8
Barbados,2010,20--64,52,169.9
Barbados,2015,20--64,52,170.5
Belarus,1970,20--64,112,4826.9
Belarus,1975,20--64,112,5132
Belarus,1980,20--64,112,5557.4
Belarus,1985,20--64,112,5984.2
Belarus,1990,20--64,112,6070.9
Belarus,1995,20--64,112,5960.5
Belarus,2000,20--64,112,5972.6
Belarus,2005,20--64,112,5954
Belarus,2010,20--64,112,6151.1
Belarus,2015,20--64,112,6132.8
Belgium,1970,20--64,56,5367.6
Belgium,1975,20--64,56,5447.8
Belgium,1980,20--64,56,5658.5
Belgium,1985,20--64,56,5972
Belgium,1990,20--64,56,6024
Belgium,1995,20--64,56,6098.4
Belgium,2000,20--64,56,6118.1
Belgium,2005,20--64,56,6322
Belgium,2010,20--64,56,6565.4
Belgium,2015,20--64,56,6690
Belize,1970,20--64,84,46.2
Belize,1975,20--64,84,47.5
Belize,1980,20--64,84,52.6
Belize,1985,20--64,84,64.8
Belize,1990,20--64,84,77.3
Belize,1995,20--64,84,87.2
Belize,2000,20--64,84,109.6
Belize,2005,20--64,84,133.5
Belize,2010,20--64,84,160.1
Belize,2015,20--64,84,190.8
Benin,1970,20--64,204,1267.4
Benin,1975,20--64,204,1372.3
Benin,1980,20--64,204,1524.1
Benin,1985,20--64,204,1734.9
Benin,1990,20--64,204,2015.1
Benin,1995,20--64,204,2461.3
Benin,2000,20--64,204,2861.3
Benin,2005,20--64,204,3442.5
Benin,2010,20--64,204,4088
Benin,2015,20--64,204,4549.5
Bhutan,1970,20--64,64,134.4
Bhutan,1975,20--64,64,160.6
Bhutan,1980,20--64,64,187.5
Bhutan,1985,20--64,64,206.6
Bhutan,1990,20--64,64,231.6
Bhutan,1995,20--64,64,213.3
Bhutan,2000,20--64,64,248.4
Bhutan,2005,20--64,64,325.9
Bhutan,2010,20--64,64,395.2
Bhutan,2015,20--64,64,458.6
Bolivia (Plurinational State of),1970,20--64,68,1930
Bolivia (Plurinational State of),1975,20--64,68,2171.3
Bolivia (Plurinational State of),1980,20--64,68,2426.8
Bolivia (Plurinational State of),1985,20--64,68,2702.7
Bolivia (Plurinational State of),1990,20--64,68,3003.2
Bolivia (Plurinational State of),1995,20--64,68,3368.7
Bolivia (Plurinational State of),2000,20--64,68,3827
Bolivia (Plurinational State of),2005,20--64,68,4340.7
Bolivia (Plurinational State of),2010,20--64,68,4874.4
Bolivia (Plurinational State of),2015,20--64,68,5469.9
Bosnia and Herzegovina,1970,20--64,70,1872.1
Bosnia and Herzegovina,1975,20--64,70,2065.4
Bosnia and Herzegovina,1980,20--64,70,2279.8
Bosnia and Herzegovina,1985,20--64,70,2572.6
Bosnia and Herzegovina,1990,20--64,70,2751.8
Bosnia and Herzegovina,1995,20--64,70,2400
Bosnia and Herzegovina,2000,20--64,70,2343.3
Bosnia and Herzegovina,2005,20--64,70,2429.8
Bosnia and Herzegovina,2010,20--64,70,2527.4
Bosnia and Herzegovina,2015,20--64,70,2234.8
Botswana,1970,20--64,72,260
Botswana,1975,20--64,72,319.3
Botswana,1980,20--64,72,401.4
Botswana,1985,20--64,72,481.7
Botswana,1990,20--64,72,577.2
Botswana,1995,20--64,72,696.9
Botswana,2000,20--64,72,811.8
Botswana,2005,20--64,72,922.2
Botswana,2010,20--64,72,1080.1
Botswana,2015,20--64,72,1209.7
Brazil,1970,20--64,76,41658
Brazil,1975,20--64,76,48705.3
Brazil,1980,20--64,76,56909.1
Brazil,1985,20--64,76,66585.5
Brazil,1990,20--64,76,76024.8
Brazil,1995,20--64,76,85550.3
Brazil,2000,20--64,76,96484.7
Brazil,2005,20--64,76,107929.7
Brazil,2010,20--64,76,118177.9
Brazil,2015,20--64,76,125799.3
Brunei Darussalam,1970,20--64,96,56
Brunei Darussalam,1975,20--64,96,73.9
Brunei Darussalam,1980,20--64,96,92.5
Brunei Darussalam,1985,20--64,96,111.1
Brunei Darussalam,1990,20--64,96,138.8
Brunei Darussalam,1995,20--64,96,163.8
Brunei Darussalam,2000,20--64,96,194.6
Brunei Darussalam,2005,20--64,96,220.9
Brunei Darussalam,2010,20--64,96,239.5
Brunei Darussalam,2015,20--64,96,266
Bulgaria,1970,20--64,100,5056.8
Bulgaria,1975,20--64,100,5184.3
Bulgaria,1980,20--64,100,5226.6
Bulgaria,1985,20--64,100,5389.1
Bulgaria,1990,20--64,100,5227.3
Bulgaria,1995,20--64,100,4985.8
Bulgaria,2000,20--64,100,4875.5
Bulgaria,2005,20--64,100,4793.5
Bulgaria,2010,20--64,100,4664.1
Bulgaria,2015,20--64,100,4427.1
Burkina Faso,1970,20--64,854,2456.9
Burkina Faso,1975,20--64,854,2604
Burkina Faso,1980,20--64,854,2778.8
Burkina Faso,1985,20--64,854,3044.5
Burkina Faso,1990,20--64,854,3421.9
Burkina Faso,1995,20--64,854,3913.6
Burkina Faso,2000,20--64,854,4560.1
Burkina Faso,2005,20--64,854,5367.2
Burkina Faso,2010,20--64,854,6316.9
Burkina Faso,2015,20--64,854,7451.7
Burundi,1970,20--64,108,1417.3
Burundi,1975,20--64,108,1482.8
Burundi,1980,20--64,108,1713.4
Burundi,1985,20--64,108,1969
Burundi,1990,20--64,108,2247.9
Burundi,1995,20--64,108,2347.8
Burundi,2000,20--64,108,2479.1
Burundi,2005,20--64,108,3151.3
Burundi,2010,20--64,108,3998.6
Burundi,2015,20--64,108,4336.3
Cambodia,1970,20--64,116,2849.8
Cambodia,1975,20--64,116,3176.9
Cambodia,1980,20--64,116,3042.2
Cambodia,1985,20--64,116,3401.7
Cambodia,1990,20--64,116,3858.4
Cambodia,1995,20--64,116,4573.2
Cambodia,2000,20--64,116,5118.3
Cambodia,2005,20--64,116,6326.9
Cambodia,2010,20--64,116,7361.7
Cambodia,2015,20--64,116,8407.5
Cameroon,1970,20--64,120,3021
Cameroon,1975,20--64,120,3347.9
Cameroon,1980,20--64,120,3739.2
Cameroon,1985,20--64,120,4222.7
Cameroon,1990,20--64,120,4828.8
Cameroon,1995,20--64,120,5560.6
Cameroon,2000,20--64,120,6418.7
Cameroon,2005,20--64,120,7455.6
Cameroon,2010,20--64,120,8483.5
Cameroon,2015,20--64,120,9892.8
Canada,1970,20--64,124,11187.7
Canada,1975,20--64,124,12775
Canada,1980,20--64,124,14222.4
Canada,1985,20--64,124,15672.6
Canada,1990,20--64,124,16893.3
Canada,1995,20--64,124,17845.8
Canada,2000,20--64,124,18869
Canada,2005,20--64,124,20150.4
Canada,2010,20--64,124,21447.8
Canada,2015,20--64,124,22280.3
Cape Verde,1970,20--64,132,98
Cape Verde,1975,20--64,132,97
Cape Verde,1980,20--64,132,96.2
Cape Verde,1985,20--64,132,118.7
Cape Verde,1990,20--64,132,133.3
Cape Verde,1995,20--64,132,154.6
Cape Verde,2000,20--64,132,174.5
Cape Verde,2005,20--64,132,206.3
Cape Verde,2010,20--64,132,245.6
Cape Verde,2015,20--64,132,285.4
Central African Republic,1970,20--64,140,840.7
Central African Republic,1975,20--64,140,897.8
Central African Republic,1980,20--64,140,993.9
Central African Republic,1985,20--64,140,1147.1
Central African Republic,1990,20--64,140,1255.7
Central African Republic,1995,20--64,140,1437.4
Central African Republic,2000,20--64,140,1623.5
Central African Republic,2005,20--64,140,1784.7
Central African Republic,2010,20--64,140,1915
Central African Republic,2015,20--64,140,1876.2
Chad,1970,20--64,148,1581
Chad,1975,20--64,148,1744.6
Chad,1980,20--64,148,1879.7
Chad,1985,20--64,148,2059.3
Chad,1990,20--64,148,2336.7
Chad,1995,20--64,148,2687.9
Chad,2000,20--64,148,3156.8
Chad,2005,20--64,148,3784.9
Chad,2010,20--64,148,4503.2
Chad,2015,20--64,148,5435.1
Channel Islands,1970,20--64,830,70.6
Channel Islands,1975,20--64,830,73.7
Channel Islands,1980,20--64,830,75.4
Channel Islands,1985,20--64,830,82.2
Channel Islands,1990,20--64,830,88.8
Channel Islands,1995,20--64,830,91
Channel Islands,2000,20--64,830,93.7
Channel Islands,2005,20--64,830,97.6
Channel Islands,2010,20--64,830,100.8
Channel Islands,2015,20--64,830,102.7
Chile,1970,20--64,152,4403.6
Chile,1975,20--64,152,4954.4
Chile,1980,20--64,152,5617.8
Chile,1985,20--64,152,6374.5
Chile,1990,20--64,152,7209.3
Chile,1995,20--64,152,7983.5
Chile,2000,20--64,152,8698.1
Chile,2005,20--64,152,9432.6
Chile,2010,20--64,152,10204.3
Chile,2015,20--64,152,10878.4
China,1970,20--64,156,359437.1
China,1975,20--64,156,419031
China,1980,20--64,156,473918.6
China,1985,20--64,156,544494.5
China,1990,20--64,156,636643.6
China,1995,20--64,156,716690.2
China,2000,20--64,156,765705.8
China,2005,20--64,156,814922.8
China,2010,20--64,156,890146.5
China,2015,20--64,156,934019.4
Colombia,1970,20--64,170,8717.3
Colombia,1975,20--64,170,10266.4
Colombia,1980,20--64,170,12125
Colombia,1985,20--64,170,14406
Colombia,1990,20--64,170,16881.8
Colombia,1995,20--64,170,19101.8
Colombia,2000,20--64,170,21592.3
Colombia,2005,20--64,170,24283.9
Colombia,2010,20--64,170,26848.4
Colombia,2015,20--64,170,29055
Comoros,1970,20--64,174,95.5
Comoros,1975,20--64,174,105.4
Comoros,1980,20--64,174,125.9
Comoros,1985,20--64,174,144.4
Comoros,1990,20--64,174,166.7
Comoros,1995,20--64,174,194.4
Comoros,2000,20--64,174,228.4
Comoros,2005,20--64,174,268.9
Comoros,2010,20--64,174,315.7
Comoros,2015,20--64,174,361.5
Congo,1970,20--64,178,573.4
Congo,1975,20--64,178,654.7
Congo,1980,20--64,178,742.2
Congo,1985,20--64,178,859.1
Congo,1990,20--64,178,997
Congo,1995,20--64,178,1164.5
Congo,2000,20--64,178,1364.6
Congo,2005,20--64,178,1541.7
Congo,2010,20--64,178,1801.1
Congo,2015,20--64,178,2216.7
Costa Rica,1970,20--64,188,793.9
Costa Rica,1975,20--64,188,937.1
Costa Rica,1980,20--64,188,1128.3
Costa Rica,1985,20--64,188,1359.5
Costa Rica,1990,20--64,188,1584.9
Costa Rica,1995,20--64,188,1824
Costa Rica,2000,20--64,188,2112.7
Costa Rica,2005,20--64,188,2398.7
Costa Rica,2010,20--64,188,2677.6
Costa Rica,2015,20--64,188,2909.9
Cote d'Ivoire,1970,20--64,384,2352.9
Cote d'Ivoire,1975,20--64,384,2892.7
Cote d'Ivoire,1980,20--64,384,3546.4
Cote d'Ivoire,1985,20--64,384,4330.3
Cote d'Ivoire,1990,20--64,384,5178.3
Cote d'Ivoire,1995,20--64,384,6198.1
Cote d'Ivoire,2000,20--64,384,7155.3
Cote d'Ivoire,2005,20--64,384,7743.5
Cote d'Ivoire,2010,20--64,384,8590.8
Cote d'Ivoire,2015,20--64,384,10028.4
Croatia,1970,20--64,191,2585.4
Croatia,1975,20--64,191,2655.5
Croatia,1980,20--64,191,2751.4
Croatia,1985,20--64,191,2911.5
Croatia,1990,20--64,191,2944.3
Croatia,1995,20--64,191,2816.6
Croatia,2000,20--64,191,2669.7
Croatia,2005,20--64,191,2651
Croatia,2010,20--64,191,2653.5
Croatia,2015,20--64,191,2566.7
Cuba,1970,20--64,192,4104.7
Cuba,1975,20--64,192,4445.5
Cuba,1980,20--64,192,4784.5
Cuba,1985,20--64,192,5388.9
Cuba,1990,20--64,192,6101.1
Cuba,1995,20--64,192,6679
Cuba,2000,20--64,192,6854.5
Cuba,2005,20--64,192,7008.7
Cuba,2010,20--64,192,7198.8
Cuba,2015,20--64,192,7300.7
Curaçao,1970,20--64,531,63.4
Curaçao,1975,20--64,531,68.4
Curaçao,1980,20--64,531,75
Curaçao,1985,20--64,531,83.2
Curaçao,1990,20--64,531,83.1
Curaçao,1995,20--64,531,81.9
Curaçao,2000,20--64,531,75.2
Curaçao,2005,20--64,531,76.3
Curaçao,2010,20--64,531,87.5
Curaçao,2015,20--64,531,93.2
Cyprus,1970,20--64,196,303.8
Cyprus,1975,20--64,196,346.7
Cyprus,1980,20--64,196,389.5
Cyprus,1985,20--64,196,401.2
Cyprus,1990,20--64,196,437.9
Cyprus,1995,20--64,196,496
Cyprus,2000,20--64,196,558.6
Cyprus,2005,20--64,196,637.7
Cyprus,2010,20--64,196,695.7
Cyprus,2015,20--64,196,737.8
Czech Republic,1970,20--64,203,5692.3
Czech Republic,1975,20--64,203,5816.4
Czech Republic,1980,20--64,203,5837.7
Czech Republic,1985,20--64,203,6006.6
Czech Republic,1990,20--64,203,5951
Czech Republic,1995,20--64,203,6156.5
Czech Republic,2000,20--64,203,6474.8
Czech Republic,2005,20--64,203,6641.7
Czech Republic,2010,20--64,203,6787
Czech Republic,2015,20--64,203,6634
Democratic People's Republic of Korea,1970,20--64,408,7004.7
Democratic People's Republic of Korea,1975,20--64,408,7451
Democratic People's Republic of Korea,1980,20--64,408,8753.3
Democratic People's Republic of Korea,1985,20--64,408,9877.9
Democratic People's Republic of Korea,1990,20--64,408,11583
Democratic People's Republic of Korea,1995,20--64,408,13196.7
Democratic People's Republic of Korea,2000,20--64,408,13670.7
Democratic People's Republic of Korea,2005,20--64,408,14245.6
Democratic People's Republic of Korea,2010,20--64,408,14775.6
Democratic People's Republic of Korea,2015,20--64,408,15513.4
