Area,Year,Age,Population
United States of America,1995,65+,33531.6
United States of America,2000,65+,34847.8
United States of America,2005,65+,36487
United States of America,2010,65+,40322.4
United States of America,2015,65+,46838.7
United States Virgin Islands,1970,65+,2.6
United States Virgin Islands,1975,65+,3.4
United States Virgin Islands,1980,65+,4.8
United States Virgin Islands,1985,65+,5.6
United States Virgin Islands,1990,65+,6.5
United States Virgin Islands,1995,65+,7.9
United States Virgin Islands,2000,65+,9.4
United States Virgin Islands,2005,65+,11.4
United States Virgin Islands,2010,65+,14.3
United States Virgin Islands,2015,65+,18.3
Uruguay,1970,65+,250.5
Uruguay,1975,65+,274
Uruguay,1980,65+,306.8
Uruguay,1985,65+,330.5
Uruguay,1990,65+,361.9
Uruguay,1995,65+,401.4
Uruguay,2000,65+,434.6
Uruguay,2005,65+,450.1
Uruguay,2010,65+,470.6
Uruguay,2015,65+,495.3
Uzbekistan,1970,65+,717.3
Uzbekistan,1975,65+,789.6
Uzbekistan,1980,65+,822.3
Uzbekistan,1985,65+,811.7
Uzbekistan,1990,65+,841.3
Uzbekistan,1995,65+,1017.8
Uzbekistan,2000,65+,1148.6
Uzbekistan,2005,65+,1283.8
Uzbekistan,2010,65+,1290.2
Uzbekistan,2015,65+,1310.8
Vanuatu,1970,65+,2.6
Vanuatu,1975,65+,3
Vanuatu,1980,65+,3.5
Vanuatu,1985,65+,4.3
Vanuatu,1990,65+,5.3
Vanuatu,1995,65+,5.9
Vanuatu,2000,65+,6.2
Vanuatu,2005,65+,6.9
Vanuatu,2010,65+,9.3
Vanuatu,2015,65+,11.1
Venezuela (Bolivarian Republic of),1970,65+,301.3
Venezuela (Bolivarian Republic of),1975,65+,385
Venezuela (Bolivarian Republic of),1980,65+,487.9
Venezuela (Bolivarian Republic of),1985,65+,607.1
Venezuela (Bolivarian Republic of),1990,65+,731.3
Venezuela (Bolivarian Republic of),1995,65+,872.1
Venezuela (Bolivarian Republic of),2000,65+,1063.8
Venezuela (Bolivarian Republic of),2005,65+,1308
Venezuela (Bolivarian Republic of),2010,65+,1595.6
Venezuela (Bolivarian Republic of),2015,65+,1949.5
Viet Nam,1970,65+,2338.1
Viet Nam,1975,65+,2408.3
Viet Nam,1980,65+,2898.1
Viet Nam,1985,65+,3352.8
Viet Nam,1990,65+,3907.4
Viet Nam,1995,65+,4460.6
Viet Nam,2000,65+,5157.2
Viet Nam,2005,65+,5542.4
Viet Nam,2010,65+,5783.2
Viet Nam,2015,65+,6311
Western Sahara,1970,65+,1.9
Western Sahara,1975,65+,1.9
Western Sahara,1980,65+,4.9
Western Sahara,1985,65+,5.5
Western Sahara,1990,65+,5.8
Western Sahara,1995,65+,6.1
Western Sahara,2000,65+,7.9
Western Sahara,2005,65+,10.2
Western Sahara,2010,65+,11
Western Sahara,2015,65+,13.4
World,1970,65+,204703.8
World,1975,65+,238000.8
World,1980,65+,275067.6
World,1985,65+,304449
World,1990,65+,328654.5
World,1995,65+,375609.4
World,2000,65+,423983.6
World,2005,65+,478954.3
World,2010,65+,533017
World,2015,65+,611893.9
Yemen,1970,65+,188.7
Yemen,1975,65+,202.8
Yemen,1980,65+,228.5
Yemen,1985,65+,261.1
Yemen,1990,65+,299.1
Yemen,1995,65+,487.5
Yemen,2000,65+,493.6
Yemen,2005,65+,510.5
Yemen,2010,65+,595.8
Yemen,2015,65+,769
Zambia,1970,65+,108.7
Zambia,1975,65+,131.5
Zambia,1980,65+,157.8
Zambia,1985,65+,187.2
Zambia,1990,65+,217.9
Zambia,1995,65+,250.6
Zambia,2000,65+,292.1
Zambia,2005,65+,344.6
Zambia,2010,65+,405.4
Zambia,2015,65+,402.9
Zimbabwe,1970,65+,166.7
Zimbabwe,1975,65+,188.8
Zimbabwe,1980,65+,215.9
Zimbabwe,1985,65+,266
Zimbabwe,1990,65+,311.9
Zimbabwe,1995,65+,363.9
Zimbabwe,2000,65+,400.4
Zimbabwe,2005,65+,421.9
Zimbabwe,2010,65+,448.8
Zimbabwe,2015,65+,445.5
Afghanistan,1970,20--64,4807.1
Afghanistan,1975,20--64,5300.8
Afghanistan,1980,20--64,5456.9
Afghanistan,1985,20--64,4668.8
Afghanistan,1990,20--64,4733.8
Afghanistan,1995,20--64,6580.7
Afghanistan,2000,20--64,7615.6
Afghanistan,2005,20--64,9638.4
Afghanistan,2010,20--64,11060.1
Afghanistan,2015,20--64,13926.9
Albania,1970,20--64,947.3
Albania,1975,20--64,1087.8
Albania,1980,20--64,1273.9
Albania,1985,20--64,1492.1
Albania,1990,20--64,1708.2
Albania,1995,20--64,1595.7
Albania,2000,20--64,1668.1
Albania,2005,20--64,1684.2
Albania,2010,20--64,1674.1
Albania,2015,20--64,1779.8
Algeria,1970,20--64,5621
Algeria,1975,20--64,6466.5
Algeria,1980,20--64,7576.1
Algeria,1985,20--64,9097.1
Algeria,1990,20--64,10918.1
Algeria,1995,20--64,12991.6
Algeria,2000,20--64,15367.4
Algeria,2005,20--64,18071.4
Algeria,2010,20--64,20679.4
Algeria,2015,20--64,23092.2
Angola,1970,20--64,2576.4
Angola,1975,20--64,2884.2
Angola,1980,20--64,3294.7
Angola,1985,20--64,3867.9
Angola,1990,20--64,4375.9
Angola,1995,20--64,5111.8
Angola,2000,20--64,5901.4
Angola,2005,20--64,6992.1
Angola,2010,20--64,8273.1
Angola,2015,20--64,11195.6
Antigua and Barbuda,1970,20--64,28.8
Antigua and Barbuda,1975,20--64,32.3
Antigua and Barbuda,1980,20--64,35.7
Antigua and Barbuda,1985,20--64,35.7
Antigua and Barbuda,1990,20--64,34.8
Antigua and Barbuda,1995,20--64,39.7
Antigua and Barbuda,2000,20--64,46.7
Antigua and Barbuda,2005,20--64,50.2
Antigua and Barbuda,2010,20--64,54.9
Antigua and Barbuda,2015,20--64,60.2
Argentina,1970,20--64,13118.9
Argentina,1975,20--64,14190.9
Argentina,1980,20--64,14961.7
Argentina,1985,20--64,15928.5
Argentina,1990,20--64,16941
Argentina,1995,20--64,18132.2
Argentina,2000,20--64,19758.1
Argentina,2005,20--64,21278
Argentina,2010,20--64,22804.1
Argentina,2015,20--64,24288.1
Armenia,1970,20--64,1132.9
Armenia,1975,20--64,1349.3
Armenia,1980,20--64,1608.4
Armenia,1985,20--64,1850.7
Armenia,1990,20--64,1990.5
Armenia,1995,20--64,1741.8
Armenia,2000,20--64,1675.4
Armenia,2005,20--64,1694
Armenia,2010,20--64,1788.2
Armenia,2015,20--64,1838
Aruba,1970,20--64,28.1
Aruba,1975,20--64,31.3
Aruba,1980,20--64,33.1
Aruba,1985,20--64,37.3
Aruba,1990,20--64,37.8
Aruba,1995,20--64,50.9
Aruba,2000,20--64,56.8
Aruba,2005,20--64,62.9
Aruba,2010,20--64,62.7
Aruba,2015,20--64,64.6
Australia,1970,20--64,6981.6
Australia,1975,20--64,7624
Australia,1980,20--64,8272.7
Australia,1985,20--64,9137.5
Australia,1990,20--64,10035.1
Australia,1995,20--64,10790.7
Australia,2000,20--64,11453.8
Australia,2005,20--64,12250.4
Australia,2010,20--64,13470.7
Australia,2015,20--64,14271.2
Austria,1970,20--64,4129.7
Austria,1975,20--64,4147.8
Austria,1980,20--64,4243.1
Austria,1985,20--64,4530.9
Austria,1990,20--64,4744.1
Austria,1995,20--64,4894.4
Austria,2000,20--64,4980.8
Austria,2005,20--64,5100
Austria,2010,20--64,5163.3
Austria,2015,20--64,5361.4
Azerbaijan,1970,20--64,2124
Azerbaijan,1975,20--64,2404.7
Azerbaijan,1980,20--64,2900.2
Azerbaijan,1985,20--64,3444.3
Azerbaijan,1990,20--64,3747.3
Azerbaijan,1995,20--64,4081.1
Azerbaijan,2000,20--64,4338.1
Azerbaijan,2005,20--64,4840.9
Azerbaijan,2010,20--64,5579.8
Azerbaijan,2015,20--64,6142.3
Bahamas,1970,20--64,76
Bahamas,1975,20--64,86.3
Bahamas,1980,20--64,97.5
Bahamas,1985,20--64,117.2
Bahamas,1990,20--64,135.2
Bahamas,1995,20--64,153.7
Bahamas,2000,20--64,166.7
Bahamas,2005,20--64,194.2
Bahamas,2010,20--64,221.8
Bahamas,2015,20--64,244.1
Bahrain,1970,20--64,89.8
Bahrain,1975,20--64,122.5
Bahrain,1980,20--64,192.4
Bahrain,1985,20--64,237.4
Bahrain,1990,20--64,285.6
Bahrain,1995,20--64,338.1
Bahrain,2000,20--64,396.7
Bahrain,2005,20--64,554.7
Bahrain,2010,20--64,913
Bahrain,2015,20--64,979.6
Bangladesh,1970,20--64,28074.3
Bangladesh,1975,20--64,30338.6
Bangladesh,1980,20--64,33427.2
Bangladesh,1985,20--64,38973
Bangladesh,1990,20--64,46373.9
Bangladesh,1995,20--64,54016.1
Bangladesh,2000,20--64,62962.2
Bangladesh,2005,20--64,72125.2
Bangladesh,2010,20--64,80139.6
Bangladesh,2015,20--64,89541.8
Barbados,1970,20--64,104.4
Barbados,1975,20--64,115.9
Barbados,1980,20--64,122.2
Barbados,1985,20--64,135
Barbados,1990,20--64,146.1
Barbados,1995,20--64,155.8
Barbados,2000,20--64,159.3
Barbados,2005,20--64,165.8
Barbados,2010,20--64,169.9
Barbados,2015,20--64,170.5
Belarus,1970,20--64,4826.9
Belarus,1975,20--64,5132
Belarus,1980,20--64,5557.4
Belarus,1985,20--64,5984.2
Belarus,1990,20--64,6070.9
Belarus,1995,20--64,5960.5
Belarus,2000,20--64,5972.6
Belarus,2005,20--64,5954
Belarus,2010,20--64,6151.1
Belarus,2015,20--64,6132.8
Belgium,1970,20--64,5367.6
Belgium,1975,20--64,5447.8
Belgium,1980,20--64,5658.5
Belgium,1985,20--64,5972
Belgium,1990,20--64,6024
Belgium,1995,20--64,6098.4
Belgium,2000,20--64,6118.1
Belgium,2005,20--64,6322
Belgium,2010,20--64,6565.4
Belgium,2015,20--64,6690
Belize,1970,20--64,46.2
Belize,1975,20--64,47.5
Belize,1980,20--64,52.6
Belize,1985,20--64,64.8
Belize,1990,20--64,77.3
Belize,1995,20--64,87.2
Belize,2000,20--64,109.6
Belize,2005,20--64,133.5
Belize,2010,20--64,160.1
Belize,2015,20--64,190.8
Benin,1970,20--64,1267.4
Benin,1975,20--64,1372.3
Benin,1980,20--64,1524.1
Benin,1985,20--64,1734.9
Benin,1990,20--64,2015.1
Benin,1995,20--64,2461.3
Benin,2000,20--64,2861.3
Benin,2005,20--64,3442.5
Benin,2010,20--64,4088
Benin,2015,20--64,4549.5
Bhutan,1970,20--64,134.4
Bhutan,1975,20--64,160.6
Bhutan,1980,20--64,187.5
Bhutan,1985,20--64,206.6
Bhutan,1990,20--64,231.6
Bhutan,1995,20--64,213.3
Bhutan,2000,20--64,248.4
Bhutan,2005,20--64,325.9
Bhutan,2010,20--64,395.2
Bhutan,2015,20--64,458.6
Bolivia (Plurinational State of),1970,20--64,1930
Bolivia (Plurinational State of),1975,20--64,2171.3
Bolivia (Plurinational State of),1980,20--64,2426.8
Bolivia (Plurinational State of),1985,20--64,2702.7
Bolivia (Plurinational State of),1990,20--64,3003.2
Bolivia (Plurinational State of),1995,20--64,3368.7
Bolivia (Plurinational State of),2000,20--64,3827
Bolivia (Plurinational State of),2005,20--64,4340.7
Bolivia (Plurinational State of),2010,20--64,4874.4
Bolivia (Plurinational State of),2015,20--64,5469.9
Bosnia and Herzegovina,1970,20--64,1872.1
Bosnia and Herzegovina,1975,20--64,2065.4
Bosnia and Herzegovina,1980,20--64,2279.8
Bosnia and Herzegovina,1985,20--64,2572.6
Bosnia and Herzegovina,1990,20--64,2751.8
Bosnia and Herzegovina,1995,20--64,2400
Bosnia and Herzegovina,2000,20--64,2343.3
Bosnia and Herzegovina,2005,20--64,2429.8
Bosnia and Herzegovina,2010,20--64,2527.4
Bosnia and Herzegovina,2015,20--64,2234.8
Botswana,1970,20--64,260
Botswana,1975,20--64,319.3
Botswana,1980,20--64,401.4
Botswana,1985,20--64,481.7
Botswana,1990,20--64,577.2
Botswana,1995,20--64,696.9
Botswana,2000,20--64,811.8
Botswana,2005,20--64,922.2
Botswana,2010,20--64,1080.1
Botswana,2015,20--64,1209.7
Brazil,1970,20--64,41658
Brazil,1975,20--64,48705.3
Brazil,1980,20--64,56909.1
Brazil,1985,20--64,66585.5
Brazil,1990,20--64,76024.8
Brazil,1995,20--64,85550.3
Brazil,2000,20--64,96484.7
Brazil,2005,20--64,107929.7
Brazil,2010,20--64,118177.9
Brazil,2015,20--64,125799.3
Brunei Darussalam,1970,20--64,56
Brunei Darussalam,1975,20--64,73.9
Brunei Darussalam,1980,20--64,92.5
Brunei Darussalam,1985,20--64,111.1
Brunei Darussalam,1990,20--64,138.8
Brunei Darussalam,1995,20--64,163.8
Brunei Darussalam,2000,20--64,194.6
Brunei Darussalam,2005,20--64,220.9
Brunei Darussalam,2010,20--64,239.5
Brunei Darussalam,2015,20--64,266
Bulgaria,1970,20--64,5056.8
Bulgaria,1975,20--64,5184.3
Bulgaria,1980,20--64,5226.6
Bulgaria,1985,20--64,5389.1
Bulgaria,1990,20--64,5227.3
Bulgaria,1995,20--64,4985.8
Bulgaria,2000,20--64,4875.5
Bulgaria,2005,20--64,4793.5
Bulgaria,2010,20--64,4664.1
Bulgaria,2015,20--64,4427.1
Burkina Faso,1970,20--64,2456.9
Burkina Faso,1975,20--64,2604
Burkina Faso,1980,20--64,2778.8
Burkina Faso,1985,20--64,3044.5
Burkina Faso,1990,20--64,3421.9
Burkina Faso,1995,20--64,3913.6
Burkina Faso,2000,20--64,4560.1
Burkina Faso,2005,20--64,5367.2
Burkina Faso,2010,20--64,6316.9
Burkina Faso,2015,20--64,7451.7
Burundi,1970,20--64,1417.3
Burundi,1975,20--64,1482.8
Burundi,1980,20--64,1713.4
Burundi,1985,20--64,1969
Burundi,1990,20--64,2247.9
Burundi,1995,20--64,2347.8
Burundi,2000,20--64,2479.1
Burundi,2005,20--64,3151.3
Burundi,2010,20--64,3998.6
Burundi,2015,20--64,4336.3
Cambodia,1970,20--64,2849.8
Cambodia,1975,20--64,3176.9
Cambodia,1980,20--64,3042.2
Cambodia,1985,20--64,3401.7
Cambodia,1990,20--64,3858.4
Cambodia,1995,20--64,4573.2
Cambodia,2000,20--64,5118.3
Cambodia,2005,20--64,6326.9
Cambodia,2010,20--64,7361.7
Cambodia,2015,20--64,8407.5
Cameroon,1970,20--64,3021
Cameroon,1975,20--64,3347.9
Cameroon,1980,20--64,3739.2
Cameroon,1985,20--64,4222.7
Cameroon,1990,20--64,4828.8
Cameroon,1995,20--64,5560.6
Cameroon,2000,20--64,6418.7
Cameroon,2005,20--64,7455.6
Cameroon,2010,20--64,8483.5
Cameroon,2015,20--64,9892.8
Canada,1970,20--64,11187.7
Canada,1975,20--64,12775
Canada,1980,20--64,14222.4
Canada,1985,20--64,15672.6
Canada,1990,20--64,16893.3
Canada,1995,20--64,17845.8
Canada,2000,20--64,18869
Canada,2005,20--64,20150.4
Canada,2010,20--64,21447.8
Canada,2015,20--64,22280.3
Cape Verde,1970,20--64,98
Cape Verde,1975,20--64,97
Cape Verde,1980,20--64,96.2
Cape Verde,1985,20--64,118.7
Cape Verde,1990,20--64,133.3
Cape Verde,1995,20--64,154.6
Cape Verde,2000,20--64,174.5
Cape Verde,2005,20--64,206.3
Cape Verde,2010,20--64,245.6
Cape Verde,2015,20--64,285.4
Central African Republic,1970,20--64,840.7
Central African Republic,1975,20--64,897.8
Central African Republic,1980,20--64,993.9
Central African Republic,1985,20--64,1147.1
Central African Republic,1990,20--64,1255.7
Central African Republic,1995,20--64,1437.4
Central African Republic,2000,20--64,1623.5
Central African Republic,2005,20--64,1784.7
Central African Republic,2010,20--64,1915
Central African Republic,2015,20--64,1876.2
Chad,1970,20--64,1581
Chad,1975,20--64,1744.6
Chad,1980,20--64,1879.7
Chad,1985,20--64,2059.3
Chad,1990,20--64,2336.7
Chad,1995,20--64,2687.9
Chad,2000,20--64,3156.8
Chad,2005,20--64,3784.9
Chad,2010,20--64,4503.2
Chad,2015,20--64,5435.1
Channel Islands,1970,20--64,70.6
Channel Islands,1975,20--64,73.7
Channel Islands,1980,20--64,75.4
Channel Islands,1985,20--64,82.2
Channel Islands,1990,20--64,88.8
Channel Islands,1995,20--64,91
Channel Islands,2000,20--64,93.7
Channel Islands,2005,20--64,97.6
Channel Islands,2010,20--64,100.8
Channel Islands,2015,20--64,102.7
Chile,1970,20--64,4403.6
Chile,1975,20--64,4954.4
Chile,1980,20--64,5617.8
Chile,1985,20--64,6374.5
Chile,1990,20--64,7209.3
Chile,1995,20--64,7983.5
Chile,2000,20--64,8698.1
Chile,2005,20--64,9432.6
Chile,2010,20--64,10204.3
Chile,2015,20--64,10878.4
China,1970,20--64,359437.1
China,1975,20--64,419031
China,1980,20--64,473918.6
China,1985,20--64,544494.5
China,1990,20--64,636643.6
China,1995,20--64,716690.2
China,2000,20--64,765705.8
China,2005,20--64,814922.8
China,2010,20--64,890146.5
China,2015,20--64,934019.4
Colombia,1970,20--64,8717.3
Colombia,1975,20--64,10266.4
Colombia,1980,20--64,12125
Colombia,1985,20--64,14406
Colombia,1990,20--64,16881.8
Colombia,1995,20--64,19101.8
Colombia,2000,20--64,21592.3
Colombia,2005,20--64,24283.9
Colombia,2010,20--64,26848.4
Colombia,2015,20--64,29055
Comoros,1970,20--64,95.5
Comoros,1975,20--64,105.4
Comoros,1980,20--64,125.9
Comoros,1985,20--64,144.4
Comoros,1990,20--64,166.7
Comoros,1995,20--64,194.4
Comoros,2000,20--64,228.4
Comoros,2005,20--64,268.9
Comoros,2010,20--64,315.7
Comoros,2015,20--64,361.5
Congo,1970,20--64,573.4
Congo,1975,20--64,654.7
Congo,1980,20--64,742.2
Congo,1985,20--64,859.1
Congo,1990,20--64,997
Congo,1995,20--64,1164.5
Congo,2000,20--64,1364.6
Congo,2005,20--64,1541.7
Congo,2010,20--64,1801.1
Congo,2015,20--64,2216.7
Costa Rica,1970,20--64,793.9
Costa Rica,1975,20--64,937.1
Costa Rica,1980,20--64,1128.3
Costa Rica,1985,20--64,1359.5
Costa Rica,1990,20--64,1584.9
Costa Rica,1995,20--64,1824
Costa Rica,2000,20--64,2112.7
Costa Rica,2005,20--64,2398.7
Costa Rica,2010,20--64,2677.6
Costa Rica,2015,20--64,2909.9
Cote d'Ivoire,1970,20--64,2352.9
Cote d'Ivoire,1975,20--64,2892.7
Cote d'Ivoire,1980,20--64,3546.4
Cote d'Ivoire,1985,20--64,4330.3
Cote d'Ivoire,1990,20--64,5178.3
Cote d'Ivoire,1995,20--64,6198.1
Cote d'Ivoire,2000,20--64,7155.3
Cote d'Ivoire,2005,20--64,7743.5
Cote d'Ivoire,2010,20--64,8590.8
Cote d'Ivoire,2015,20--64,10028.4
Croatia,1970,20--64,2585.4
Croatia,1975,20--64,2655.5
Croatia,1980,20--64,2751.4
Croatia,1985,20--64,2911.5
Croatia,1990,20--64,2944.3
Croatia,1995,20--64,2816.6
Croatia,2000,20--64,2669.7
Croatia,2005,20--64,2651
Croatia,2010,20--64,2653.5
Croatia,2015,20--64,2566.7
Cuba,1970,20--64,4104.7
Cuba,1975,20--64,4445.5
Cuba,1980,20--64,4784.5
Cuba,1985,20--64,5388.9
Cuba,1990,20--64,6101.1
Cuba,1995,20--64,6679
Cuba,2000,20--64,6854.5
Cuba,2005,20--64,7008.7
Cuba,2010,20--64,7198.8
Cuba,2015,20--64,7300.7
Curaçao,1970,20--64,63.4
Curaçao,1975,20--64,68.4
Curaçao,1980,20--64,75
Curaçao,1985,20--64,83.2
Curaçao,1990,20--64,83.1
Curaçao,1995,20--64,81.9
Curaçao,2000,20--64,75.2
Curaçao,2005,20--64,76.3
Curaçao,2010,20--64,87.5
Curaçao,2015,20--64,93.2
Cyprus,1970,20--64,303.8
Cyprus,1975,20--64,346.7
Cyprus,1980,20--64,389.5
Cyprus,1985,20--64,401.2
Cyprus,1990,20--64,437.9
Cyprus,1995,20--64,496
Cyprus,2000,20--64,558.6
Cyprus,2005,20--64,637.7
Cyprus,2010,20--64,695.7
Cyprus,2015,20--64,737.8
Czech Republic,1970,20--64,5692.3
Czech Republic,1975,20--64,5816.4
Czech Republic,1980,20--64,5837.7
Czech Republic,1985,20--64,6006.6
Czech Republic,1990,20--64,5951
Czech Republic,1995,20--64,6156.5
Czech Republic,2000,20--64,6474.8
Czech Republic,2005,20--64,6641.7
Czech Republic,2010,20--64,6787
Czech Republic,2015,20--64,6634
Democratic People's Republic of Korea,1970,20--64,7004.7
Democratic People's Republic of Korea,1975,20--64,7451
Democratic People's Republic of Korea,1980,20--64,8753.3
Democratic People's Republic of Korea,1985,20--64,9877.9
Democratic People's Republic of Korea,1990,20--64,11583
Democratic People's Republic of Korea,1995,20--64,13196.7
Democratic People's Republic of Korea,2000,20--64,13670.7
Democratic People's Republic of Korea,2005,20--64,14245.6
Democratic People's Republic of Korea,2010,20--64,14775.6
Democratic People's Republic of Korea,2015,20--64,15513.4
Democratic Republic of the Congo,1970,20--64,8658.4
Democratic Republic of the Congo,1975,20--64,9792.2
Democratic Republic of the Congo,1980,20--64,11155.6
Democratic Republic of the Congo,1985,20--64,12539.2
Democratic Republic of the Congo,1990,20--64,14424.3
Democratic Republic of the Congo,1995,20--64,17139
Democratic Republic of the Congo,2000,20--64,19314.6
Democratic Republic of the Congo,2005,20--64,22413.3
Democratic Republic of the Congo,2010,20--64,26393.8
Democratic Republic of the Congo,2015,20--64,30745.7
Denmark,1970,20--64,2803.2
Denmark,1975,20--64,2869.7
Denmark,1980,20--64,2921.5
Denmark,1985,20--64,3007.6
Denmark,1990,20--64,3095.1
Denmark,1995,20--64,3203.3
Denmark,2000,20--64,3279.3
Denmark,2005,20--64,3273.3
Denmark,2010,20--64,3275.8
Denmark,2015,20--64,3286.5
Djibouti,1970,20--64,68.3
Djibouti,1975,20--64,92.1
Djibouti,1980,20--64,142.4
Djibouti,1985,20--64,176.3
Djibouti,1990,20--64,247.4
Djibouti,1995,20--64,270.6
Djibouti,2000,20--64,325.8
Djibouti,2005,20--64,367.8
Djibouti,2010,20--64,429.8
Djibouti,2015,20--64,495.4
Dominican Republic,1970,20--64,1747.6
Dominican Republic,1975,20--64,2074.6
Dominican Republic,1980,20--64,2471.5
Dominican Republic,1985,20--64,2899.8
Dominican Republic,1990,20--64,3339.5
Dominican Republic,1995,20--64,3783.2
Dominican Republic,2000,20--64,4227.9
Dominican Republic,2005,20--64,4703.6
Dominican Republic,2010,20--64,5206.4
Dominican Republic,2015,20--64,5699.1
Ecuador,1970,20--64,2476.8
Ecuador,1975,20--64,2921.1
Ecuador,1980,20--64,3443.7
Ecuador,1985,20--64,4060.7
Ecuador,1990,20--64,4777
Ecuador,1995,20--64,5559.7
Ecuador,2000,20--64,6327.9
Ecuador,2005,20--64,7093.3
Ecuador,2010,20--64,7977.2
Ecuador,2015,20--64,8879.6
Egypt,1970,20--64,15437.6
Egypt,1975,20--64,17219.9
Egypt,1980,20--64,19462.3
Egypt,1985,20--64,22195.1
Egypt,1990,20--64,25360.6
Egypt,1995,20--64,28264.9
Egypt,2000,20--64,32347.5
Egypt,2005,20--64,37729.8
Egypt,2010,20--64,44748.2
Egypt,2015,20--64,49822.2
El Salvador,1970,20--64,1488.6
El Salvador,1975,20--64,1711.2
El Salvador,1980,20--64,1926.3
El Salvador,1985,20--64,2125.8
El Salvador,1990,20--64,2362.4
El Salvador,1995,20--64,2634.9
El Salvador,2000,20--64,2816
El Salvador,2005,20--64,2941.2
El Salvador,2010,20--64,3104.1
El Salvador,2015,20--64,3352.4
Equatorial Guinea,1970,20--64,136.4
Equatorial Guinea,1975,20--64,92.4
Equatorial Guinea,1980,20--64,81
Equatorial Guinea,1985,20--64,150.8
Equatorial Guinea,1990,20--64,185.1
Equatorial Guinea,1995,20--64,212
Equatorial Guinea,2000,20--64,238.8
Equatorial Guinea,2005,20--64,362.5
Equatorial Guinea,2010,20--64,474.6
Equatorial Guinea,2015,20--64,602.6
Eritrea,1970,20--64,793.8
Eritrea,1975,20--64,895.8
Eritrea,1980,20--64,1022.8
Eritrea,1985,20--64,1172.3
Eritrea,1990,20--64,1309.2
Eritrea,1995,20--64,1191.8
Eritrea,2000,20--64,1338.3
Eritrea,2005,20--64,1701.5
Eritrea,2010,20--64,1934.6
Eritrea,2015,20--64,2136.3
Estonia,1970,20--64,799.9
Estonia,1975,20--64,830.9
Estonia,1980,20--64,867.4
Estonia,1985,20--64,908.3
Estonia,1990,20--64,926.6
Estonia,1995,20--64,843.7
Estonia,2000,20--64,840.6
Estonia,2005,20--64,820.3
Estonia,2010,20--64,819.5
Estonia,2015,20--64,797.4
Ethiopia,1970,20--64,12311.3
Ethiopia,1975,20--64,13835.2
Ethiopia,1980,20--64,14883.6
Ethiopia,1985,20--64,16762.7
Ethiopia,1990,20--64,19386.5
Ethiopia,1995,20--64,22950.5
Ethiopia,2000,20--64,26274.9
Ethiopia,2005,20--64,30691.5
Ethiopia,2010,20--64,35980.4
Ethiopia,2015,20--64,43053.4
Fiji,1970,20--64,221
Fiji,1975,20--64,258.5
Fiji,1980,20--64,294
Fiji,1985,20--64,340.6
Fiji,1990,20--64,354.4
Fiji,1995,20--64,386.3
Fiji,2000,20--64,410.4
